代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	
002105	信隆实业	-3.99	12.04	-0.50	12.04	12.05	326421	4131	-0.16	          8.86	12.92	13.16	11.90	12.54	--  	402738752	  0.85	文教休闲	深圳	10.05	12.34	179660	146761	  1.22	340	59	--  	
002106	莱宝高科	-1.68	13.48	-0.23	13.47	13.48	207900	2834	-0.07	          3.01	13.55	13.66	13.40	13.71	--  	281433280	  0.64	元器件	深圳	1.90	13.54	112606	95294	  1.18	194	321	--  	
002107	沃华医药	-1.46	25.01	-0.37	25.00	25.01	61133	578	0.00	          3.65	25.41	25.76	24.85	25.38	   110.23	154721792	  0.82	中成药	山东	3.59	25.31	31796	29336	  1.08	633	260	--  	
002108	沧州明珠	-2.81	17.64	-0.51	17.63	17.64	173664	1785	0.11	          3.00	17.98	18.15	17.55	18.15	    52.77	309932064	  0.62	塑料	河北	3.31	17.85	98620	75044	  1.31	896	289	--  	
002109	兴化股份	--  	8.54	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	8.54	--  	0	  0.00	化工原料	陕西	0.00	8.54	0	0	--  	0	0	--  	
002110	三钢闽光	0.00	6.98	0.00	6.98	6.99	104268	2099	0.00	          1.95	6.97	7.04	6.81	6.98	--  	72190664	  0.74	普钢	福建	3.30	6.92	55747	48520	  1.15	191	945	--  	
002111	威海广泰	-0.34	31.99	-0.11	31.98	31.99	30975	244	0.03	          1.17	32.16	32.49	31.61	32.10	    87.68	99344736	  0.67	航空	山东	2.74	32.07	17753	13222	  1.34	24	3	--  	
002112	三变科技	--  	19.12	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	19.12	   463.27	0	  0.00	电气设备	浙江	0.00	19.12	0	0	--  	0	0	--  	
002113	天润控股	-2.54	32.55	-0.85	32.54	32.55	39191	914	0.03	          3.31	33.38	33.88	32.23	33.40	--  	129118480	  0.57	农药化肥	湖南	4.94	32.95	18355	20836	  0.88	141	264	--  	
002114	罗平锌电	-1.91	18.46	-0.36	18.46	18.47	78439	902	-0.10	          9.09	18.82	19.06	18.18	18.82	--  	146316352	  0.55	铅锌	云南	4.68	18.65	44074	34365	  1.28	342	183	--  	
002115	三维通信	-2.26	13.83	-0.32	13.82	13.83	220018	2494	0.00	          6.44	13.90	14.12	13.71	14.15	   361.43	305910688	  0.88	通信设备	浙江	2.90	13.90	115939	104078	  1.11	1263	33	--  	
002116	中国海诚	-0.89	18.93	-0.17	18.93	18.94	39262	358	0.05	          0.98	19.10	19.28	18.81	19.10	    34.53	74646440	  0.51	建筑施工	上海	2.46	19.01	21814	17447	  1.25	155	52	--  	
002117	东港股份	10.00	46.95	4.27	46.95	--  	138211	76	0.00	          3.80	45.00	46.95	44.91	42.68	    86.89	645201856	  1.41	广告包装	山东	4.78	46.68	113948	24262	  4.70	17583	0	--  	
002118	紫鑫药业	3.12	20.16	0.61	20.15	20.16	235414	3421	-0.19	          4.59	19.95	21.48	19.91	19.55	--  	484650528	  1.51	中成药	吉林	8.03	20.59	112877	122537	  0.92	967	1367	--  	
002119	康强电子	0.25	19.80	0.05	19.79	19.80	90463	1452	-0.20	          4.66	19.68	20.30	19.52	19.75	--  	180379952	  0.79	半导体	浙江	3.95	19.94	48799	41663	  1.17	31	342	--  	
002120	新海股份	-1.08	26.59	-0.29	26.59	26.60	55880	666	-0.03	          5.72	26.51	27.22	25.93	26.88	    80.00	148603248	  0.75	家居用品	浙江	4.80	26.59	29817	26062	  1.14	221	182	--  	
002121	科陆电子	1.63	28.14	0.45	28.13	28.14	106909	1210	0.17	          3.98	27.80	28.75	27.69	27.69	    76.58	300664864	  0.93	电器仪表	深圳	3.83	28.12	56396	50513	  1.12	9	503	--  	
002122	天马股份	-1.12	7.97	-0.09	7.97	7.98	116631	808	0.25	          1.09	8.01	8.10	7.91	8.06	   177.13	93371048	  0.71	机械基件	浙江	2.36	8.01	66053	50578	  1.31	313	240	--  	
002123	荣信股份	0.97	20.88	0.20	20.88	20.89	148941	1510	-0.04	          3.27	20.68	21.41	20.50	20.68	   119.90	312490688	  0.76	电气设备	辽宁	4.40	20.98	76668	72272	  1.06	2265	167	--  	
002124	天邦股份	-1.53	27.03	-0.42	27.03	27.08	47505	338	-0.18	          3.24	27.22	27.60	26.78	27.45	   112.27	129065432	  0.70	饲料	浙江	2.99	27.17	30386	17118	  1.78	78	45	--  	
002125	湘潭电化	5.84	23.21	1.28	23.20	23.21	55236	1228	0.86	          3.97	21.93	23.50	21.88	21.93	   382.02	126370072	  1.44	化工原料	湖南	7.39	22.88	27633	27603	  1.00	5	399	--  	
002126	银轮股份	-3.50	18.18	-0.66	18.18	18.19	163484	1665	0.00	          5.45	18.98	19.10	18.09	18.84	    34.74	302999456	  0.56	汽车配件	浙江	5.36	18.53	88534	74949	  1.18	1088	26	--  	
002127	新民科技	-2.29	20.03	-0.47	20.02	20.03	110866	1006	-0.19	          2.48	20.49	20.60	19.71	20.50	  1161.78	222979760	  0.60	纺织	江苏	4.34	20.11	63985	46881	  1.36	10	248	--  	
002128	露天煤业	-1.77	10.01	-0.18	10.00	10.01	94842	335	0.20	          0.71	10.14	10.18	9.90	10.19	    38.94	95119664	  0.95	煤炭开采	内蒙	2.75	10.03	65406	29435	  2.22	321	317	--  	
002129	中环股份	-3.06	13.00	-0.41	12.99	13.00	422671	7166	0.00	          2.16	13.35	13.41	12.89	13.41	   148.96	555737472	  0.82	半导体	天津	3.88	13.15	237671	185000	  1.28	755	115	--  	
002130	沃尔核材	-2.84	22.92	-0.67	22.91	22.92	224026	2726	0.04	          5.79	23.36	23.69	22.68	23.59	    25.42	519932608	  0.97	电气设备	深圳	4.28	23.21	117072	106954	  1.09	146	52	--  	
002131	利欧股份	--  	14.92	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	14.92	    76.52	0	  0.00	农用机械	浙江	0.00	14.92	0	0	--  	0	0	--  	
002132	恒星科技	-0.70	7.12	-0.05	7.11	7.12	143040	1149	-0.14	          3.02	7.12	7.19	7.01	7.17	    75.05	101796960	  0.83	钢加工	河南	2.51	7.12	80662	62378	  1.29	1494	541	--  	
002133	广宇集团	3.11	9.29	0.28	9.29	9.30	772683	3939	0.00	         12.17	9.01	9.69	8.88	9.01	--  	716357504	  1.77	全国地产	浙江	8.99	9.27	386187	386496	  1.00	793	2279	--  	
002134	天津普林	-1.27	14.00	-0.18	14.00	14.01	54881	1059	0.07	          2.23	14.10	14.14	13.70	14.18	--  	76668408	  0.67	元器件	天津	3.10	13.97	34897	19983	  1.75	567	276	--  	
002135	东南网架	2.71	11.76	0.31	11.76	11.77	123909	5877	0.08	          1.85	11.44	11.77	11.21	11.45	   146.32	142267008	  0.88	建筑施工	浙江	4.89	11.48	56127	67782	  0.83	1066	390	--  	
002136	安 纳 达	1.55	15.05	0.23	15.05	15.07	58064	379	0.13	          2.72	14.85	15.49	14.61	14.82	--  	87769584	  0.85	化工原料	安徽	5.94	15.12	31856	26207	  1.22	194	6	--  	
002137	实 益 达	5.40	19.71	1.01	19.70	19.71	277457	4279	-0.95	         10.87	18.26	20.50	18.19	18.70	  2445.56	540792000	  0.99	元器件	深圳	12.35	19.49	130165	147291	  0.88	310	533	--  	
002138	顺络电子	-2.36	14.06	-0.34	14.05	14.06	178574	1920	0.00	          2.46	14.28	14.38	13.90	14.40	    40.63	253120096	  0.64	元器件	深圳	3.33	14.17	94712	83862	  1.13	500	98	--  	
002139	拓邦股份	-2.36	21.97	-0.53	21.96	21.97	77918	747	0.13	          4.81	22.50	22.65	21.87	22.50	    65.15	173769440	  0.68	元器件	深圳	3.47	22.30	43728	34189	  1.28	500	142	--  	
002140	东华科技	0.61	19.92	0.12	19.92	19.93	29397	678	0.05	          0.67	19.80	20.24	19.50	19.80	    59.89	58432812	  0.97	建筑施工	安徽	3.74	19.88	15428	13969	  1.10	60	262	--  	
002141	蓉胜超微	0.32	31.60	0.10	31.59	31.60	41653	1206	0.66	          2.29	31.00	32.47	30.52	31.50	--  	130525168	  0.64	元器件	广东	6.19	31.34	20675	20978	  0.99	2	24	--  	
002142	宁波银行	-3.28	15.33	-0.52	15.32	15.33	631320	6198	0.13	          1.83	15.50	15.75	15.25	15.85	     8.43	976019200	  0.93	银行	浙江	3.15	15.46	369240	262080	  1.41	1386	243	--  	
002143	印纪传媒	-2.12	42.00	-0.91	41.98	42.00	46938	1635	0.23	          3.49	42.86	44.66	41.50	42.91	   106.78	202695056	  0.68	影视音像	四川	7.36	43.18	23168	23769	  0.97	1	166	--  	
002144	宏达高科	1.01	29.98	0.30	29.97	29.98	121348	1865	-0.03	          9.35	29.55	30.43	29.31	29.68	    29.85	362540064	  1.09	纺织	浙江	3.77	29.88	58269	63079	  0.92	4	846	--  	
002145	中核钛白	2.97	13.18	0.38	13.17	13.18	157759	1348	-0.15	          6.92	12.80	13.36	12.68	12.80	--  	207003408	  1.20	化工原料	甘肃	5.31	13.12	76581	81177	  0.94	178	199	--  	
002146	荣盛发展	-4.19	10.75	-0.47	10.75	10.76	396385	2818	0.18	          1.18	11.10	11.10	10.68	11.22	    18.40	431102208	  0.66	全国地产	河北	3.74	10.88	230529	165855	  1.39	1060	168	--  	
002147	方圆支承	--  	17.90	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	17.90	--  	0	  0.00	机械基件	安徽	0.00	17.90	0	0	--  	0	0	--  	
002148	北纬通信	-3.38	20.85	-0.73	20.85	20.86	165666	2125	-0.04	          8.17	21.10	21.65	20.58	21.58	--  	351020576	  0.55	互联网	北京	4.96	21.19	79626	86039	  0.93	1504	18	--  	
002149	西部材料	-0.76	26.10	-0.20	26.09	26.10	111740	1627	0.00	          6.40	26.00	27.68	25.94	26.30	--  	299350176	  0.80	小金属	陕西	6.62	26.79	57806	53933	  1.07	10	237	--  	
002150	通润装备	--  	8.66	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	8.66	    31.63	0	  0.00	机械基件	江苏	0.00	8.66	0	0	--  	0	0	--  	
002151	北斗星通	-1.93	50.40	-0.99	50.40	50.42	56849	801	0.01	          4.20	51.30	51.88	49.96	51.39	--  	289560096	  0.59	通信设备	北京	3.74	50.93	31491	25357	  1.24	212	5	--  	
002152	广电运通	-3.85	29.96	-1.20	29.95	29.96	85843	791	0.23	          0.99	30.87	31.06	29.69	31.16	    42.10	259659552	  1.05	电脑设备	广东	4.40	30.25	48437	37405	  1.29	76	420	--  	
002153	石基信息	1.70	128.17	2.14	128.16	128.17	26928	69	-0.10	          1.65	124.00	130.30	122.01	126.03	   126.18	344740192	  1.50	软件服务	北京	6.58	128.02	13235	13693	  0.97	28	22	--  	
002154	报 喜 鸟	-1.09	7.23	-0.08	7.22	7.23	398003	4461	0.00	          3.72	7.22	7.38	7.16	7.31	    38.41	289124160	  0.70	服饰	浙江	3.01	7.26	215328	182674	  1.18	1185	214	--  	
002155	湖南黄金	-0.24	8.42	-0.02	8.42	8.43	168557	1082	0.00	          1.69	8.48	8.59	8.35	8.44	   326.62	142731952	  0.94	黄金	湖南	2.84	8.47	94685	73871	  1.28	159	683	--  	
002156	通富微电	1.49	19.09	0.28	19.09	19.10	223920	1756	0.00	          3.45	18.60	19.95	18.50	18.81	    87.95	431513952	  0.92	半导体	江苏	7.71	19.27	108242	115677	  0.94	67	424	--  	
002157	正邦科技	1.53	21.84	0.33	21.84	21.85	70488	1951	-0.04	          1.83	21.45	22.15	21.09	21.51	    54.00	153087264	  0.68	饲料	江西	4.93	21.72	35078	35410	  0.99	858	442	--  	
002158	汉钟精机	-2.07	22.22	-0.47	22.22	22.23	43444	249	0.09	          1.65	22.57	22.95	22.11	22.69	    38.70	97942856	  0.80	工程机械	上海	3.70	22.54	24872	18571	  1.34	4	70	--  	
002159	三特索道	--  	30.55	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	30.55	--  	0	  0.00	旅游景点	湖北	0.00	30.55	0	0	--  	0	0	--  	
002160	常铝股份	0.18	11.12	0.02	11.12	11.13	57392	938	-0.08	          1.77	11.15	11.48	11.03	11.10	    69.70	64324328	  0.61	铝	江苏	4.05	11.21	29663	27728	  1.07	57	392	--  	
002161	远 望 谷	3.24	26.10	0.82	26.09	26.10	995183	17479	-0.60	         14.30	26.30	27.38	25.58	25.28	  4171.08	2626125056	  1.66	通信设备	深圳	7.12	26.39	419899	575284	  0.73	63	6081	--  	
002162	悦心健康	-1.05	15.03	-0.16	15.02	15.03	302682	2979	-0.19	          4.83	15.19	15.69	14.70	15.19	--  	460729856	  0.72	医疗保健	上海	6.52	15.22	162964	139718	  1.17	180	198	--  	
002163	中航三鑫	0.89	11.30	0.10	11.30	11.31	401707	8237	0.08	          5.90	11.06	11.67	11.01	11.20	--  	455478048	  0.95	装修装饰	深圳	5.89	11.34	201069	200637	  1.00	920	1792	--  	
002164	宁波东力	1.24	9.78	0.12	9.77	9.78	305752	12129	-0.40	          7.55	9.62	9.96	9.50	9.66	--  	296999360	  1.10	电气设备	浙江	4.76	9.71	158107	147644	  1.07	60	646	--  	
002165	红 宝 丽	1.95	7.85	0.15	7.84	7.85	195333	1638	-0.38	          3.70	7.61	7.98	7.61	7.70	    38.64	153019216	  1.46	化工原料	江苏	4.81	7.83	92176	103157	  0.89	79	155	--  	
002166	莱茵生物	0.53	15.22	0.08	15.21	15.22	214660	4459	0.06	          7.08	15.09	15.38	14.90	15.14	    88.33	326099648	  0.53	中成药	广西	3.17	15.19	105745	108915	  0.97	419	466	--  	
002167	东方锆业	0.00	9.68	0.00	9.68	9.69	162311	2160	-0.10	          3.43	9.63	9.85	9.53	9.68	--  	157464224	  0.81	小金属	广东	3.31	9.70	86037	76273	  1.13	1355	522	--  	
002168	深圳惠程	-2.03	10.62	-0.22	10.61	10.62	207053	1663	-0.09	          2.73	10.69	10.86	10.52	10.84	    55.06	221304672	  0.63	电气设备	深圳	3.14	10.69	114593	92460	  1.24	1048	307	--  	
002169	智光电气	-1.11	21.40	-0.24	21.39	21.40	82234	645	0.04	          3.30	21.60	21.75	21.18	21.64	   142.10	176618880	  0.74	电气设备	广东	2.63	21.48	46431	35802	  1.30	153	119	--  	
002170	芭田股份	2.76	14.16	0.38	14.15	14.16	704007	7016	-0.07	         11.13	13.60	14.43	13.53	13.78	    70.65	985072896	  1.54	农药化肥	深圳	6.53	13.99	342151	361855	  0.95	1277	5890	--  	
002171	楚江新材	1.48	22.63	0.33	22.62	22.63	87784	938	0.08	          2.71	22.36	23.00	21.82	22.30	   159.60	198285568	  0.81	铜	安徽	5.29	22.59	41062	46721	  0.88	78	263	--  	
002172	澳洋科技	-1.32	14.90	-0.20	14.90	14.91	213617	1800	0.00	          3.97	15.00	15.60	14.85	15.10	    85.38	325207808	  0.58	化纤	江苏	4.97	15.22	112903	100713	  1.12	48	383	--  	
002173	千足珍珠	2.22	27.60	0.60	27.59	27.60	93890	1315	-0.25	          8.66	26.80	28.23	26.22	27.00	--  	255802336	  1.05	农业综合	浙江	7.44	27.24	43752	50137	  0.87	11	228	--  	
002174	游族网络	--  	89.53	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	89.53	    54.34	0	  0.00	互联网	福建	0.00	89.53	0	0	--  	0	0	--  	
002175	东方网络	-3.98	54.54	-2.26	54.53	54.54	95057	2010	0.09	          4.75	55.98	57.40	54.02	56.80	   496.83	530427040	  0.71	电器仪表	广西	5.95	55.80	52578	42479	  1.24	55	22	--  	
002176	江特电机	-3.06	14.57	-0.46	14.57	14.58	545033	10638	-0.06	          4.74	14.86	14.98	14.50	15.03	   298.28	801843648	  0.61	电气设备	江西	3.19	14.71	299493	245540	  1.22	1783	316	--  	
002177	御银股份	-2.39	10.19	-0.25	10.19	10.20	240162	4766	-0.29	          4.02	10.37	10.43	10.11	10.44	    94.88	246863712	  0.73	电脑设备	广东	3.07	10.28	140297	99865	  1.40	1811	706	--  	
002178	延华智能	0.35	14.33	0.05	14.32	14.33	248021	4214	-0.06	          4.38	14.19	14.42	14.00	14.28	   151.25	352544224	  1.04	建筑施工	上海	2.94	14.21	136329	111692	  1.22	716	366	--  	
002179	中航光电	-3.10	38.81	-1.24	38.81	38.82	140430	1552	-0.20	          2.43	39.98	39.98	38.56	40.05	    41.48	549229504	  0.75	元器件	河南	3.55	39.11	76549	63881	  1.20	338	47	--  	
002180	艾派克	0.63	41.64	0.26	41.64	41.65	18994	93	0.07	          1.32	41.39	42.80	41.00	41.38	    63.00	79373832	  0.62	电脑设备	广东	4.35	41.79	8982	10011	  0.90	130	13	--  	
002181	粤 传 媒	-1.65	13.75	-0.23	13.74	13.75	292432	5378	-0.07	          2.56	13.79	14.17	13.55	13.98	   139.74	404352896	  0.54	出版业	广东	4.43	13.83	153242	139189	  1.10	236	280	--  	
002182	云海金属	4.66	13.93	0.62	13.93	13.94	140115	9619	1.38	          6.35	13.35	13.93	13.23	13.31	   123.04	189987984	  1.13	小金属	江苏	5.26	13.56	68309	71805	  0.95	13	9	--  	
002183	怡 亚 通	-3.07	41.37	-1.31	41.36	41.37	282437	3850	0.04	          2.82	42.30	42.80	40.87	42.68	    92.27	1182144640	  0.61	仓储物流	深圳	4.52	41.86	163527	118910	  1.38	853	163	--  	
002184	海得控制	-2.18	35.01	-0.78	35.01	35.05	33492	370	-0.34	          2.51	35.82	36.31	34.84	35.79	   117.34	118824984	  0.79	软件服务	上海	4.11	35.48	19442	14049	  1.38	17	32	--  	
002185	华天科技	-0.76	18.17	-0.14	18.16	18.17	150099	1175	0.00	          2.15	18.08	18.55	17.98	18.31	    42.84	274233920	  0.75	半导体	甘肃	3.11	18.27	85090	65009	  1.31	680	444	--  	
002186	全 聚 德	1.29	21.15	0.27	21.15	21.16	29078	443	-0.18	          1.04	20.80	21.20	20.63	20.88	    39.82	60771464	  0.97	酒店餐饮	北京	2.73	20.90	15166	13912	  1.09	82	199	--  	
002187	广百股份	-1.96	16.01	-0.32	16.01	16.03	35615	155	0.06	          1.06	16.16	16.18	15.80	16.33	    24.73	56978712	  0.61	百货	广东	2.33	16.00	21087	14528	  1.45	140	10	--  	
002188	新 嘉 联	2.73	35.75	0.95	35.75	35.76	61724	743	-0.13	          4.94	35.20	37.00	35.20	34.80	--  	222796336	  0.99	元器件	浙江	5.17	36.10	26574	35150	  0.76	76	35	--  	
002189	利达光电	6.44	37.50	2.27	37.46	37.50	200273	2703	-0.79	         10.09	35.37	38.59	34.91	35.23	   447.64	738133632	  1.70	元器件	河南	10.45	36.86	80537	119736	  0.67	5	209	--  	
002190	成飞集成	-1.92	38.86	-0.76	38.86	38.87	71670	529	0.05	          2.08	39.57	39.80	38.46	39.62	   225.83	281146368	  0.51	汽车配件	四川	3.38	39.23	38901	32768	  1.19	167	234	--  	
002191	劲嘉股份	--  	19.22	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	19.22	    37.01	0	  0.00	广告包装	深圳	0.00	19.22	0	0	--  	0	0	--  	
002192	*ST融捷	-0.02	41.99	-0.01	41.98	41.99	29591	384	0.00	          2.59	41.40	42.44	40.80	42.00	--  	123505920	  0.48	化工原料	广东	3.90	41.74	16907	12683	  1.33	24	44	--  	
002193	山东如意	-1.22	18.65	-0.23	18.65	18.67	57049	490	-0.21	          3.57	18.81	19.15	18.43	18.88	   142.63	106991632	  0.85	纺织	山东	3.81	18.75	31530	25518	  1.24	228	80	--  	
002194	武汉凡谷	1.79	17.09	0.30	17.09	17.10	177169	1772	0.11	          5.05	16.85	17.45	16.66	16.79	   115.67	303726304	  1.26	通信设备	湖北	4.71	17.14	83628	93540	  0.89	165	345	--  	
002195	二三四五	-1.62	34.58	-0.57	34.58	34.59	92812	1006	0.05	          2.06	35.10	35.31	34.30	35.15	    77.55	323342432	  0.82	软件服务	上海	2.87	34.84	51829	40982	  1.26	19	54	--  	
002196	方正电机	-2.02	28.69	-0.59	28.69	28.70	47680	452	0.17	          4.99	29.00	29.50	28.17	29.28	   211.56	136716816	  0.71	纺织机械	浙江	4.54	28.67	27509	20170	  1.36	306	43	--  	
002197	证通电子	-3.10	24.42	-0.78	24.41	24.42	172279	1905	0.08	          5.12	25.06	25.25	24.15	25.20	   252.71	426315264	  0.70	电器仪表	深圳	4.37	24.75	87920	84359	  1.04	9	163	--  	
002198	嘉应制药	0.00	10.13	0.00	10.13	10.14	87458	1189	0.09	          2.23	10.11	10.25	10.01	10.13	    92.74	88426936	  0.70	中成药	广东	2.37	10.11	45829	41629	  1.10	119	106	--  	
002199	东晶电子	-0.80	16.15	-0.13	16.14	16.15	100510	4348	0.12	          6.88	15.97	16.30	15.76	16.28	--  	160891232	  0.76	元器件	浙江	3.32	16.01	52556	47953	  1.10	65	196	--  	
002200	云投生态	2.89	21.36	0.60	21.35	21.36	52104	1006	0.00	          4.83	20.76	21.48	20.55	20.76	   598.75	109485600	  1.14	环境保护	云南	4.48	21.01	22283	29821	  0.75	36	4	--  	
002201	九鼎新材	--  	16.01	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	16.01	   225.14	0	  0.00	玻璃	江苏	0.00	16.01	0	0	--  	0	0	--  	
002202	金风科技	-3.10	17.19	-0.55	17.19	17.20	488901	6757	-0.17	          2.28	17.65	17.86	17.08	17.74	    16.73	851207040	  0.61	电气设备	新疆	4.40	17.41	256226	232675	  1.10	1799	1271	--  	
002203	海亮股份	3.00	11.67	0.34	11.66	11.67	580863	4605	0.17	          3.96	11.80	12.40	11.63	11.33	    48.41	694067008	  1.65	铜	浙江	6.80	11.95	255875	324988	  0.79	4318	393	--  	
002204	大连重工	3.26	11.08	0.35	11.08	11.09	398469	7913	0.00	          4.13	10.60	11.30	10.53	10.73	   269.25	438971808	  0.91	专用机械	辽宁	7.18	11.02	191352	207116	  0.92	648	229	--  	
002205	国统股份	-3.08	28.60	-0.91	28.59	28.60	37420	591	-0.17	          3.22	29.57	29.57	28.41	29.51	--  	108404472	  0.71	其他建材	新疆	3.93	28.97	24560	12859	  1.91	18	52	--  	
002206	海 利 得	-1.06	14.98	-0.16	14.98	14.99	66169	447	0.06	          1.93	15.06	15.25	14.81	15.14	    29.75	99685064	  0.75	化纤	浙江	2.91	15.07	38399	27770	  1.38	174	368	--  	
002207	准油股份	10.02	20.31	1.85	20.31	--  	396411	159	0.00	         22.20	18.63	20.31	18.18	18.46	--  	786159424	  3.46	石油开采	新疆	11.54	19.83	219759	176652	  1.24	11783	0	--  	
002208	合肥城建	-2.58	25.34	-0.67	25.34	25.35	124555	856	-0.07	          3.93	26.12	27.25	24.73	26.01	--  	320920736	  1.06	区域地产	安徽	9.69	25.77	69167	55387	  1.25	388	173	--  	
002209	达 意 隆	--  	22.91	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	22.91	--  	0	  0.00	轻工机械	广东	0.00	22.91	0	0	--  	0	0	--  	
002210	飞马国际	-3.81	21.98	-0.87	21.98	21.99	424964	7316	-0.09	          7.31	22.00	22.79	21.78	22.85	    92.71	941171008	  1.20	仓储物流	深圳	4.42	22.15	223260	201703	  1.11	98	132	--  	
002211	宏达新材	10.04	12.49	1.14	12.49	--  	455987	5537	0.00	         17.12	11.29	12.49	11.10	11.35	--  	548640320	  1.90	橡胶	江苏	12.25	12.03	194438	261548	  0.74	12286	0	--  	
002212	南洋股份	0.16	12.72	0.02	12.71	12.72	261679	3745	-0.15	          8.67	12.60	13.09	12.55	12.70	   117.82	335841984	  0.93	电气设备	广东	4.25	12.83	138588	123090	  1.13	151	848	--  	
002213	特 尔 佳	2.73	18.80	0.50	18.80	18.82	54584	1181	-0.10	          3.79	18.48	19.20	18.40	18.30	   274.87	102410032	  0.70	汽车配件	深圳	4.37	18.76	27211	27372	  0.99	788	41	--  	
002214	大立科技	1.54	13.87	0.21	13.87	13.88	138243	1159	-0.14	          4.00	13.60	13.98	13.45	13.66	   170.36	190417680	  0.83	电器仪表	浙江	3.88	13.77	64103	74140	  0.86	709	333	--  	
002215	诺 普 信	0.66	16.81	0.11	16.80	16.81	175072	2025	0.00	          2.56	16.54	17.30	16.16	16.70	    58.57	290751456	  0.98	农药化肥	深圳	6.83	16.61	80788	94284	  0.86	852	1382	--  	
002216	三全食品	4.34	11.55	0.48	11.55	11.56	140386	3203	0.08	          2.51	11.07	11.63	11.07	11.07	   103.77	161095408	  1.22	食品	河南	5.06	11.48	65352	75033	  0.87	1065	637	--  	
