代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	
300398	飞凯材料	3.33	75.70	2.44	75.55	75.70	10715	65	-0.17	          2.98	73.18	76.50	72.52	73.26	    70.95	80484208	  0.88	染料涂料	上海	5.43	75.12	5647	5067	  1.11	10	31	--  	
300399	京天利	-2.03	61.17	-1.27	61.16	61.17	27072	283	-0.09	          6.09	62.15	63.43	60.50	62.44	   319.03	168304816	  0.69	互联网	北京	4.69	62.17	14069	13003	  1.08	13	81	--  	
300400	劲拓股份	-0.82	35.09	-0.29	35.06	35.09	23862	137	0.28	          4.19	35.04	35.91	34.50	35.38	   120.52	84486880	  0.70	专用机械	深圳	3.99	35.41	13097	10765	  1.22	29	185	--  	
300401	花园生物	0.27	22.55	0.06	22.54	22.55	24801	196	-0.04	          2.60	22.60	22.92	22.30	22.49	   331.88	56198764	  0.74	食品	浙江	2.76	22.66	12248	12553	  0.98	19	284	--  	
300402	宝色股份	0.43	18.74	0.08	18.73	18.74	44221	803	0.05	          7.55	18.58	18.86	18.46	18.66	--  	82628248	  0.47	专用机械	江苏	2.14	18.69	23889	20331	  1.18	82	9	--  	
300403	地尔汉宇	-2.04	59.15	-1.23	59.15	59.17	24287	74	-0.03	          4.08	60.18	61.00	58.30	60.38	    51.85	145455520	  0.60	电气设备	广东	4.47	59.89	13610	10676	  1.27	42	28	--  	
300404	博济医药	-1.45	46.94	-0.69	46.94	46.95	24526	193	-0.10	          7.36	47.88	48.40	46.80	47.63	   271.16	116959784	  0.83	医疗保健	广东	3.36	47.69	13092	11434	  1.15	19	10	--  	
300405	科隆精化	0.20	50.34	0.10	50.20	50.34	7895	43	-0.05	          2.55	50.20	51.10	49.65	50.24	--  	39817004	  1.00	化工原料	辽宁	2.89	50.43	4598	3297	  1.39	3	51	--  	
300406	九强生物	-0.39	43.95	-0.17	43.92	43.95	27494	154	0.00	          2.68	44.05	44.75	43.60	44.12	    49.29	121686800	  0.85	化学制药	北京	2.61	44.26	16094	11400	  1.41	100	68	--  	
300407	凯发电气	--  	36.66	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	36.66	    69.84	0	  0.00	电气设备	天津	0.00	36.66	0	0	--  	0	0	--  	
300408	三环集团	-3.31	34.20	-1.17	34.20	34.22	48243	384	0.05	          5.24	35.47	35.50	33.82	35.37	    34.77	167451776	  0.92	元器件	广东	4.75	34.71	27194	21049	  1.29	350	21	--  	
300409	道氏技术	-0.18	56.00	-0.10	56.00	56.01	12697	239	0.88	          2.87	56.00	56.56	55.00	56.10	    82.04	70873328	  0.57	陶瓷	广东	2.78	55.82	7441	5255	  1.42	300	5	--  	
300410	正业科技	10.00	60.39	5.49	60.39	--  	188374	41	0.00	         50.23	51.50	60.39	51.02	54.90	   286.27	1096838400	  2.86	电器仪表	广东	17.07	58.23	101145	87229	  1.16	9850	0	--  	
300411	金盾股份	2.56	36.09	0.90	36.08	36.09	39151	472	-0.02	          9.79	35.68	36.55	35.21	35.19	   128.29	140406944	  1.02	专用机械	浙江	3.81	35.86	19850	19300	  1.03	122	27	--  	
300412	迦南科技	0.59	46.26	0.27	46.26	46.27	18417	230	-0.02	          6.25	45.99	47.30	45.66	45.99	   105.71	85924072	  0.94	医疗保健	浙江	3.57	46.66	9963	8453	  1.18	120	29	--  	
300413	快乐购	-3.64	42.30	-1.60	42.30	42.32	82277	784	-0.21	         11.75	44.04	44.28	41.58	43.90	   225.13	352815008	  1.18	百货	湖南	6.15	42.88	47995	34281	  1.40	15	26	--  	
300414	中光防雷	-3.92	51.50	-2.10	51.49	51.50	98626	817	-0.32	         23.40	54.18	55.55	50.60	53.60	   118.74	521165856	  1.64	元器件	四川	9.24	52.84	50421	48205	  1.05	10	201	--  	
300415	伊之密	-0.81	24.48	-0.20	24.46	24.48	51514	541	-0.16	          8.59	24.88	25.39	24.31	24.68	    83.53	128238504	  0.87	专用机械	广东	4.38	24.89	28145	23368	  1.20	35	551	--  	
300416	苏试试验	0.95	91.20	0.86	91.20	91.21	17751	144	0.21	         11.31	90.90	92.30	86.88	90.34	   168.18	161238336	  0.96	电器仪表	江苏	6.00	90.83	10275	7475	  1.37	18	1	--  	
300417	南华仪器	-2.30	111.61	-2.63	111.61	111.70	9684	64	-0.24	          9.49	113.00	117.23	110.00	114.24	   139.54	110203104	  0.57	电器仪表	广东	6.33	113.80	5136	4548	  1.13	33	1	--  	
300418	昆仑万维	-3.20	51.50	-1.70	51.49	51.50	401658	5284	-0.15	         14.62	53.40	53.50	50.50	53.20	   165.97	2084256896	  0.67	互联网	北京	5.64	51.89	203281	198377	  1.02	91	36	--  	
300419	浩丰科技	10.00	236.46	21.50	236.46	--  	21358	39	0.00	         20.74	213.05	236.46	211.62	214.96	   223.25	494524384	  1.35	软件服务	北京	11.56	231.54	12296	9061	  1.36	2295	0	--  	
300420	五洋科技	2.71	61.10	1.61	61.02	61.10	14777	106	-0.13	          7.39	58.68	62.72	58.58	59.49	   220.82	90106200	  0.81	机械基件	江苏	6.96	60.98	7415	7361	  1.01	3	15	--  	
300421	力星股份	-2.07	39.75	-0.84	39.75	39.76	21089	130	0.07	          7.53	40.19	40.35	38.74	40.59	    82.09	83832048	  0.94	机械基件	江苏	3.97	39.75	12394	8694	  1.43	16	30	--  	
300422	博世科	-2.43	47.74	-1.19	47.74	47.75	18721	251	0.06	          6.04	48.02	49.20	47.05	48.93	   175.36	90306288	  0.67	环境保护	广西	4.39	48.24	11079	7641	  1.45	168	1	--  	
300423	鲁亿通	-1.64	49.78	-0.83	49.78	49.79	24669	336	0.64	         11.21	50.00	50.86	48.50	50.61	   124.51	122896504	  0.62	电气设备	山东	4.66	49.82	12784	11884	  1.08	1493	66	--  	
300424	航新科技	1.92	88.80	1.67	88.80	88.81	30984	332	0.01	          9.31	87.10	90.66	86.50	87.13	   177.96	274453824	  0.94	航空	广东	4.77	88.58	15594	15389	  1.01	375	179	--  	
300425	环能科技	-1.30	41.86	-0.55	41.86	41.88	23947	236	0.00	          6.05	42.65	43.99	41.00	42.41	   141.14	102096912	  0.67	专用机械	四川	7.05	42.63	13703	10244	  1.34	129	24	--  	
300426	唐德影视	-1.55	80.56	-1.27	80.56	80.60	28626	301	-0.04	          7.16	82.00	83.49	79.77	81.83	   133.50	234508208	  0.70	影视音像	浙江	4.55	81.92	14502	14124	  1.03	264	38	--  	
300427	红相电力	-0.60	69.90	-0.42	69.90	69.92	7150	50	-0.02	          3.23	70.00	71.97	69.00	70.32	   389.14	50395408	  0.44	电气设备	福建	4.22	70.48	4252	2897	  1.47	96	5	--  	
300428	四通新材	-2.35	61.20	-1.47	61.10	61.20	22962	352	-0.13	         11.37	62.58	62.96	59.51	62.67	    76.43	141381664	  0.75	铝	河北	5.51	61.57	14034	8927	  1.57	12	82	--  	
300429	强力新材	6.64	146.51	9.12	146.50	146.51	24757	287	0.00	         12.38	136.90	151.00	135.07	137.39	   131.32	360041792	  1.49	化工原料	江苏	11.59	145.43	10242	14514	  0.71	12	33	--  	
300430	诚益通	-2.24	62.36	-1.43	62.36	62.37	20340	210	-0.19	          8.36	63.79	64.65	62.04	63.79	   131.01	129275344	  0.75	电器仪表	北京	4.09	63.56	11187	9152	  1.22	39	12	--  	
300431	暴风科技	--  	95.83	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	95.83	   827.85	0	  0.00	互联网	北京	0.00	95.83	0	0	--  	0	0	--  	
300432	富临精工	0.64	26.77	0.17	26.76	26.77	44330	237	-0.07	          4.93	26.61	27.30	26.41	26.60	    56.33	119254408	  0.78	汽车配件	四川	3.35	26.90	25211	19118	  1.32	7	240	--  	
300433	蓝思科技	0.16	83.35	0.13	83.35	83.36	31796	532	-0.04	          4.72	83.20	85.27	82.90	83.22	    38.86	267325920	  0.80	元器件	湖南	2.85	84.07	16371	15425	  1.06	122	9	--  	
300434	金石东方	-2.24	75.60	-1.73	75.42	75.60	31562	549	0.33	         18.57	76.91	77.33	73.53	77.33	   207.41	238024688	  0.95	专用机械	四川	4.91	75.41	17158	14404	  1.19	1	2	--  	
300435	中泰股份	-1.88	67.81	-1.30	67.80	67.81	26429	111	0.14	         13.21	68.67	69.50	66.43	69.11	    77.65	180366352	  0.99	机械基件	浙江	4.44	68.25	15057	11372	  1.32	132	10	--  	
300436	广生堂	-1.77	89.86	-1.62	89.86	90.00	9116	70	-0.25	          3.26	92.88	92.98	89.49	91.48	   114.20	83467576	  0.69	化学制药	福建	3.82	91.57	5116	3999	  1.28	150	22	--  	
300437	清水源	0.94	86.60	0.81	86.58	86.60	15497	150	0.02	          9.28	85.70	88.98	84.84	85.79	   171.20	135222464	  0.80	化工原料	河南	4.83	87.26	8481	7016	  1.21	20	16	--  	
300438	鹏辉能源	-3.39	128.83	-4.52	128.80	128.83	24830	204	-0.17	         11.82	134.00	135.40	127.00	133.35	   154.75	325179296	  0.57	电气设备	广东	6.30	130.96	14021	10809	  1.30	22	35	--  	
300439	美康生物	-0.15	41.03	-0.06	41.03	41.06	57119	384	-0.02	          6.72	41.10	42.60	40.40	41.09	    91.90	237157104	  0.68	化学制药	浙江	5.35	41.52	30340	26778	  1.13	266	1	--  	
300440	运达科技	-1.63	92.00	-1.52	92.00	92.01	44360	711	0.54	         15.84	92.20	94.47	89.50	93.52	   118.45	408402432	  1.03	软件服务	四川	5.31	92.07	22257	22102	  1.01	4	1	--  	
300441	鲍斯股份	-3.09	53.30	-1.70	53.29	53.30	138296	3013	-0.22	         32.74	53.50	56.56	52.78	55.00	   273.83	750069504	  0.81	机床制造	浙江	6.87	54.24	70762	67534	  1.05	1	964	--  	
300442	普丽盛	-2.87	70.01	-2.07	70.01	70.05	34311	588	-0.55	         13.72	71.89	72.70	68.30	72.08	   206.79	243195120	  0.93	轻工机械	上海	6.10	70.88	18458	15853	  1.16	79	6	--  	
300443	金雷风电	-1.65	227.00	-3.80	227.00	227.02	16012	246	0.08	         11.38	228.00	233.99	221.09	230.80	    92.51	364382592	  0.68	专用机械	山东	5.59	227.56	8683	7329	  1.18	16	2	--  	
300444	双杰电气	0.51	31.69	0.16	31.68	31.69	75293	762	-0.15	         10.92	31.42	32.45	31.00	31.53	   218.62	239192528	  0.77	电气设备	北京	4.60	31.77	37915	37378	  1.01	14	203	--  	
300445	康斯特	-0.89	59.02	-0.53	59.01	59.02	22842	287	-0.15	         11.20	59.54	61.00	58.18	59.55	   165.31	136517824	  0.81	电器仪表	北京	4.74	59.77	12699	10142	  1.25	10	61	--  	
300446	乐凯新材	-1.47	121.99	-1.82	121.91	121.99	8354	44	0.09	          5.42	122.99	125.85	119.89	123.81	    75.07	102941800	  0.49	化工原料	河北	4.81	123.22	4268	4086	  1.04	1	15	--  	
300447	全信股份	-4.51	111.72	-5.28	111.72	111.73	30326	256	-0.17	         14.98	115.25	117.85	110.00	117.00	   119.37	344861376	  0.63	电气设备	江苏	6.71	113.72	15485	14841	  1.04	86	13	--  	
300448	浩云科技	-3.89	124.48	-5.04	124.48	124.49	38762	577	-0.26	         19.38	128.44	135.00	124.48	129.52	   704.78	501638752	  0.73	软件服务	广东	8.12	129.42	19744	19017	  1.04	33	70	--  	
300449	汉邦高科	-5.57	130.30	-7.68	130.30	130.34	24295	499	-0.14	         13.73	137.00	137.98	129.80	137.98	   406.17	325036224	  0.73	电脑设备	北京	5.93	133.79	13684	10610	  1.29	98	3	--  	
300450	先导股份	-2.14	90.50	-1.98	90.50	90.51	24233	425	0.82	          7.13	91.80	92.70	88.72	92.48	   138.11	219899552	  0.94	专用机械	江苏	4.30	90.74	13587	10645	  1.28	56	2	--  	
300451	创业软件	1.08	207.40	2.22	207.01	207.40	13798	143	-0.09	          8.12	206.80	215.56	200.00	205.18	   551.37	287637888	  0.79	软件服务	浙江	7.58	208.46	6949	6849	  1.01	1	115	--  	
300452	山河药辅	-2.62	121.48	-3.27	121.48	121.49	13317	137	0.12	         11.48	124.50	125.92	118.02	124.75	   136.85	163678576	  0.62	化学制药	安徽	6.33	122.91	7407	5910	  1.25	45	50	--  	
300453	三鑫医疗	1.75	81.20	1.40	81.19	81.20	25664	166	-0.35	         12.92	79.77	83.05	78.00	79.80	   135.31	206063920	  0.92	医疗保健	江西	6.33	80.29	12029	13634	  0.88	2	195	--  	
300455	康拓红外	0.45	48.60	0.22	48.59	48.60	36567	739	-0.08	         10.45	48.38	50.22	47.85	48.38	   163.34	179090832	  0.96	运输设备	北京	4.90	48.98	19622	16945	  1.16	161	312	--  	
300456	耐威科技	--  	103.20	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	103.20	   314.79	0	  0.00	元器件	北京	0.00	103.20	0	0	--  	0	0	--  	
300457	赢合科技	-3.53	76.19	-2.79	76.16	76.19	33482	413	-0.45	         11.45	76.99	79.48	75.51	78.98	   131.71	259874512	  0.87	专用机械	深圳	5.03	77.62	17178	16304	  1.05	12	34	--  	
300458	全志科技	-2.44	96.39	-2.41	96.39	96.40	25564	387	-0.21	          6.39	98.00	101.90	95.10	98.80	   118.25	250976240	  0.67	元器件	广东	6.88	98.17	13616	11948	  1.14	26	10	--  	
300459	浙江金科	--  	18.60	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	18.60	   100.67	0	  0.00	化工原料	浙江	0.00	18.60	0	0	--  	0	0	--  	
300460	惠伦晶体	-2.07	35.87	-0.76	35.87	35.88	64004	632	-0.16	         15.21	37.08	37.58	34.80	36.63	   129.06	234171200	  1.31	元器件	广东	7.59	36.59	33725	30279	  1.11	438	9	--  	
300461	田中精机	0.08	72.52	0.06	72.51	72.52	81397	1790	-0.11	         48.80	79.71	79.71	72.35	72.46	   194.42	619399680	  2.49	专用机械	浙江	10.16	76.10	51493	29903	  1.72	66	9	--  	
300462	华铭智能	0.12	34.17	0.04	34.15	34.17	37046	339	-0.11	         10.76	33.65	35.08	33.51	34.13	   139.93	127022104	  1.05	专用机械	上海	4.60	34.29	19284	17761	  1.09	12	231	--  	
300463	迈克生物	-2.14	112.54	-2.46	112.50	112.55	19840	202	-0.04	          5.29	114.99	115.80	110.20	115.00	    81.01	225124000	  0.59	化学制药	四川	4.87	113.47	10916	8924	  1.22	4	2	--  	
300464	星徽精密	3.02	50.87	1.49	50.87	50.88	48648	374	0.23	         23.54	48.98	52.60	48.95	49.38	   155.15	248135168	  1.36	机械基件	广东	7.39	51.01	25007	23640	  1.06	35	4	--  	
300465	高伟达	2.74	96.85	2.58	96.83	96.85	48647	378	0.19	         14.59	94.50	101.99	93.08	94.27	   405.40	478804640	  1.21	软件服务	北京	9.45	98.43	23517	25129	  0.94	1	0	--  	
300466	赛摩电气	10.00	39.94	3.63	39.94	--  	172	10	0.00	          0.09	39.94	39.94	39.94	36.31	   155.74	686968	  0.02	电器仪表	江苏	0.00	39.94	151	21	  7.19	123748	0	--  	
300467	迅游科技	3.98	120.00	4.59	119.90	120.00	117064	1536	-1.54	         29.27	116.60	126.95	116.60	115.41	   319.95	1432049024	  1.49	互联网	四川	8.97	122.33	62277	54786	  1.14	10	567	--  	
300468	四方精创	0.66	93.61	0.61	93.61	93.70	28861	198	-0.28	         11.54	91.50	97.00	91.02	93.00	   200.01	272582464	  0.54	软件服务	深圳	6.43	94.45	14315	14546	  0.98	48	7	--  	
300469	信息发展	-2.14	130.00	-2.84	130.00	130.03	21985	359	-0.03	         13.16	132.89	136.83	128.50	132.84	--  	291841632	  0.61	软件服务	上海	6.27	132.74	12245	9740	  1.26	83	1	--  	
300470	日机密封	6.48	132.57	8.07	132.50	132.57	32126	273	0.25	         24.08	124.68	136.48	123.50	124.50	   102.04	422140352	  0.92	机械基件	四川	10.43	131.40	14315	17810	  0.80	10	5	--  	
300471	厚普股份	-2.09	81.90	-1.75	81.89	81.90	35231	394	0.01	         11.90	83.50	84.70	80.50	83.65	    73.49	292417344	  0.59	专用机械	四川	5.02	83.00	18980	16251	  1.17	9	11	--  	
300472	新元科技	1.23	66.60	0.81	66.55	66.60	41548	525	0.19	         24.92	66.12	69.51	63.18	65.79	   222.90	274089600	  1.45	专用机械	北京	9.62	65.97	20442	21106	  0.97	6	264	--  	
300473	德尔股份	-1.04	96.31	-1.01	96.30	96.31	31435	320	-0.28	         12.57	96.11	99.96	94.30	97.32	    57.57	306566400	  0.65	汽车配件	辽宁	5.82	97.52	17182	14253	  1.21	17	129	--  	
300475	聚隆科技	-1.37	32.28	-0.45	32.27	32.28	57989	843	-0.06	         11.60	32.50	33.33	31.86	32.73	    61.50	189526768	  1.04	专用机械	安徽	4.49	32.68	30187	27801	  1.09	8	45	--  	
300476	胜宏科技	-1.45	56.26	-0.83	56.26	56.27	40412	265	-0.03	         11.02	57.00	58.49	55.01	57.09	    67.26	230131584	  0.72	元器件	广东	6.10	56.95	21335	19077	  1.12	54	39	--  	
300477	合纵科技	2.80	57.00	1.55	56.95	57.00	36466	691	0.05	         14.03	55.05	58.06	54.84	55.45	    89.43	205829344	  0.88	电气设备	北京	5.81	56.44	17962	18503	  0.97	8	117	--  	
300478	杭州高新	0.96	73.74	0.70	73.73	73.74	69850	1005	-0.02	         41.90	76.38	80.34	70.88	73.04	   128.19	532709216	  2.41	橡胶	浙江	12.95	76.26	36973	32877	  1.12	7	163	--  	
300479	神思电子	-2.99	92.90	-2.86	92.90	92.92	14310	148	0.00	          7.15	95.60	97.59	91.15	95.76	   174.24	135630144	  0.58	软件服务	山东	6.73	94.78	7654	6655	  1.15	8	40	--  	
300480	光力科技	3.50	69.26	2.34	69.25	69.26	56663	703	-0.23	         24.64	66.58	72.50	66.51	66.92	   218.38	399874176	  1.35	电器仪表	河南	8.95	70.57	25562	31100	  0.82	112	10	--  	
300481	濮阳惠成	-2.71	57.79	-1.61	57.79	57.80	38463	354	-0.01	         19.23	58.70	60.56	56.14	59.40	    81.10	223627232	  0.76	化工原料	河南	7.44	58.14	20441	18021	  1.13	103	12	--  	
300482	万孚生物	-2.21	128.20	-2.90	128.10	128.20	21268	249	0.05	          9.67	131.00	133.58	124.72	131.10	    99.24	275525088	  0.72	生物制药	广东	6.76	129.55	11736	9532	  1.23	5	32	--  	
300483	沃施股份	1.71	68.37	1.15	68.37	68.40	48127	638	-0.21	         31.05	67.82	68.98	64.45	67.22	   262.10	322079744	  1.38	专用机械	上海	6.74	66.92	24992	23135	  1.08	5	32	--  	
300485	赛升药业	-2.46	165.53	-4.18	165.52	165.53	40202	364	-0.15	         13.40	167.00	172.50	162.50	169.71	    95.52	671694656	  0.83	生物制药	北京	5.89	167.08	20441	19761	  1.03	2	27	--  	
300486	东杰智能	-1.79	53.10	-0.97	53.10	53.11	40341	850	0.11	         11.62	54.08	55.20	52.03	54.07	   251.79	217632640	  0.66	专用机械	山西	5.86	53.95	21100	19240	  1.10	471	9	--  	
300487	蓝晓科技	2.45	69.97	1.67	69.97	69.98	33028	724	0.24	         16.51	68.00	71.58	67.27	68.30	   110.59	230112480	  0.77	化工原料	陕西	6.31	69.67	16677	16350	  1.02	25	18	--  	
300488	恒锋工具	0.77	102.28	0.78	102.24	102.28	22588	192	-0.20	         18.06	100.10	106.20	99.00	101.50	    95.77	232972944	  0.72	机械基件	浙江	7.09	103.14	11535	11053	  1.04	5	23	--  	
300489	中飞股份	-1.94	113.80	-2.25	113.80	113.94	22076	213	0.00	         19.45	116.16	121.60	112.06	116.05	   202.95	258527872	  0.70	铝	黑龙江	8.22	117.11	11651	10424	  1.12	35	4	--  	
300498	温氏股份	0.10	49.82	0.05	49.81	49.82	107880	841	-0.08	          4.21	49.23	51.26	49.00	49.77	    28.29	543023040	  0.86	农业综合	广东	4.54	50.34	58709	49171	  1.19	146	214	--  	
000033	*ST新都	--  	0.00	--  	--  	--  	0	0	--  	          0.00	--  	--  	--  	--  	--  	--  	  0.00	酒店餐饮	深圳	--  	0.00	0	0	--  	0	0	--  	
002779	中坚科技	--  	0.00	--  	--  	--  	0	0	--  	--  	--  	--  	--  	--  	--  	--  	--  			--  	0.00	0	0	--  	0	0	--  	
002780	三夫户外	--  	0.00	--  	--  	--  	0	0	--  	--  	--  	--  	--  	--  	--  	--  	--  			--  	0.00	0	0	--  	0	0	--  	
002783	凯龙股份	--  	0.00	--  	--  	--  	0	0	--  	--  	--  	--  	--  	--  	--  	--  	--  			--  	0.00	0	0	--  	0	0	--  	
300493	润欣科技	--  	0.00	--  	--  	--  	0	0	--  	--  	--  	--  	--  	--  	--  	--  	--  			--  	0.00	0	0	--  	0	0	--  	
300496	中科创达	--  	0.00	--  	--  	--  	0	0	--  	--  	--  	--  	--  	--  	--  	--  	--  			--  	0.00	0	0	--  	0	0	--  	
600000	浦发银行	-2.81	18.71	-0.54	18.71	18.72	702759	413	-0.21	          0.38	19.27	19.27	18.69	19.25	     7.04	1331588224	  0.66	银行	上海	3.01	18.95	409717	293041	  1.40	4352	1474	--  	
600004	白云机场	-1.79	13.70	-0.25	13.70	13.71	61220	1	0.00	          0.53	13.82	13.93	13.65	13.95	    12.76	84084688	  0.70	机场	广东	2.01	13.73	37814	23405	  1.62	3	288	--  	
600005	武钢股份	-2.77	3.51	-0.10	3.50	3.51	516726	45	0.28	          0.51	3.57	3.60	3.49	3.61	--  	183108960	  0.80	普钢	湖北	3.05	3.54	317613	199112	  1.60	12873	1716	--  	
600006	东风汽车	-0.78	8.87	-0.07	8.87	8.88	288800	80	0.00	          1.44	8.88	9.04	8.80	8.94	    40.08	256817408	  0.80	汽车整车	湖北	2.68	8.89	152749	136050	  1.12	188	1424	--  	
600007	中国国贸	-1.07	16.65	-0.18	16.63	16.64	48973	10	0.06	          0.49	16.61	17.20	16.55	16.83	    27.01	82369160	  1.05	园区开发	北京	3.86	16.82	24530	24443	  1.00	7	2	--  	
600008	首创股份	-2.41	10.51	-0.26	10.51	10.52	169823	57	0.09	          0.77	10.67	10.76	10.45	10.77	    77.96	179842720	  0.63	环境保护	北京	2.88	10.59	100433	69390	  1.45	1067	423	--  	
600009	上海机场	0.17	30.14	0.05	30.13	30.15	93313	26	-0.06	          0.85	30.10	30.35	29.90	30.09	    22.63	280988384	  0.83	机场	上海	1.50	30.11	45252	48061	  0.94	3	3	--  	
600010	包钢股份	-1.55	3.82	-0.06	3.81	3.82	858069	229	-0.26	          0.55	3.84	3.86	3.78	3.88	--  	327176704	  0.78	普钢	内蒙	2.06	3.81	511944	346125	  1.48	5129	539	--  	
600011	华能国际	-2.27	9.04	-0.21	9.04	9.05	138019	19	0.22	          0.13	9.23	9.23	8.98	9.25	     7.79	125356664	  0.79	火力发电	北京	2.70	9.08	87603	50416	  1.74	352	166	--  	
600012	皖通高速	-1.85	12.75	-0.24	12.75	12.76	27506	23	0.31	          0.24	12.95	12.99	12.61	12.99	    22.58	35289332	  0.49	路桥	安徽	2.93	12.83	17203	10303	  1.67	14	3	--  	
600015	华夏银行	-3.51	11.26	-0.41	11.25	11.26	719969	85	0.00	          0.92	11.60	11.64	11.20	11.67	     6.49	818934336	  0.80	银行	北京	3.77	11.37	396773	323195	  1.23	966	500	--  	
600016	民生银行	-1.90	8.76	-0.17	8.76	8.77	1270881	198	-0.11	          0.43	8.86	8.95	8.69	8.93	     6.25	1121804032	  0.83	银行	北京	2.91	8.83	716323	554557	  1.29	423	1686	--  	
600017	日照港	-1.69	6.96	-0.12	6.96	6.97	629820	73	0.43	          2.05	7.08	7.08	6.80	7.08	    45.45	436139584	  0.65	港口	山东	3.95	6.92	296783	333037	  0.89	897	1486	--  	
600018	上港集团	-1.44	6.86	-0.10	6.85	6.86	239218	215	0.29	          0.11	6.97	6.98	6.82	6.96	    26.35	164809824	  0.64	港口	上海	2.30	6.89	141190	98027	  1.44	314	2400	--  	
600019	宝钢股份	-2.47	5.53	-0.14	5.52	5.53	492290	43	-0.18	          0.30	5.65	5.66	5.50	5.67	    30.30	274574240	  0.89	普钢	上海	2.82	5.58	299608	192681	  1.55	2565	120	--  	
600020	中原高速	0.63	6.34	0.04	6.33	6.34	633416	355	0.00	          2.82	6.26	6.44	6.18	6.30	     9.71	401290720	  1.47	路桥	河南	4.13	6.34	331758	301657	  1.10	1056	1196	--  	
600021	上海电力	-2.82	15.53	-0.45	15.54	15.55	165757	16	-0.06	          0.77	15.90	15.90	15.50	15.98	    27.33	259564416	  0.72	火力发电	上海	2.50	15.66	90706	75051	  1.21	98	369	--  	
600022	山东钢铁	-2.24	3.06	-0.07	3.06	3.07	375419	282	0.00	          0.58	3.11	3.11	3.05	3.13	--  	115518872	  0.70	普钢	山东	1.92	3.08	192823	182595	  1.06	6750	3102	--  	
600023	浙能电力	-2.48	7.86	-0.20	7.87	7.88	384872	32	-0.12	          1.51	8.00	8.03	7.85	8.06	    14.25	304762528	  0.78	火力发电	浙江	2.23	7.92	209756	175116	  1.20	322	1407	--  	
600026	中海发展	0.00	11.08	0.00	--  	--  	0	0	0.00	          0.00	--  	--  	--  	11.08	    48.52	0	  0.00	水运	上海	0.00	11.08	0	0	--  	0	0	--  	
600027	华电国际	-2.40	6.92	-0.17	6.91	6.92	279957	62	-0.43	          0.47	7.04	7.05	6.90	7.09	     8.44	195046400	  0.79	火力发电	山东	2.12	6.97	155513	124443	  1.25	2214	2609	--  	
600028	中国石化	-2.14	5.03	-0.11	5.03	5.04	1781556	173	0.19	          0.19	5.09	5.12	5.01	5.14	    17.67	900709568	  0.91	石油加工	北京	2.14	5.06	993997	787558	  1.26	6598	21549	--  	
600029	南方航空	-3.03	7.99	-0.25	7.99	8.00	852464	122	0.00	          1.21	8.03	8.14	7.91	8.24	    12.64	683331776	  0.78	空运	广东	2.79	8.02	426879	425585	  1.00	34	4563	--  	
600030	中信证券	-2.67	18.24	-0.50	18.23	18.24	1508958	927	-0.10	          1.54	18.52	18.62	18.16	18.74	    10.37	2770569472	  0.53	证券	深圳	2.45	18.36	804606	704352	  1.14	505	40	--  	
600031	三一重工	-2.35	6.65	-0.16	6.65	6.66	589965	206	-0.15	          0.78	6.75	6.77	6.60	6.81	   987.50	394080000	  0.66	工程机械	湖南	2.50	6.68	320685	269279	  1.19	36	3650	--  	
600033	福建高速	-0.97	4.08	-0.04	4.07	4.08	220340	400	0.24	          0.80	4.10	4.13	4.05	4.12	    17.67	90029496	  0.80	路桥	福建	1.94	4.09	133098	87241	  1.53	1216	615	--  	
600035	楚天高速	-1.39	4.95	-0.07	4.95	4.96	134715	60	0.00	          0.93	4.98	5.00	4.93	5.02	    13.67	66909384	  0.83	路桥	湖北	1.39	4.97	88467	46248	  1.91	1226	1309	--  	
600036	招商银行	-2.98	17.25	-0.53	17.24	17.25	515445	738	-0.05	          0.25	17.60	17.69	17.13	17.78	     6.73	895112320	  0.77	银行	深圳	3.15	17.37	295222	220223	  1.34	326	500	--  	
600037	歌华有线	-2.56	22.84	-0.60	22.83	22.84	250336	45	-0.08	          2.14	23.02	23.39	22.68	23.44	    46.46	576438976	  1.16	影视音像	北京	3.03	23.03	137841	112495	  1.23	48	63	--  	
600038	中直股份	-3.27	55.34	-1.87	55.35	55.36	53155	3	0.07	          1.35	56.58	57.27	55.05	57.21	    84.72	297974016	  0.51	航空	黑龙江	3.88	56.06	29777	23378	  1.27	106	9	--  	
600039	四川路桥	1.80	5.10	0.09	5.10	5.11	614670	130	-0.39	          2.04	4.99	5.23	4.94	5.01	    26.11	314332224	  1.73	建筑施工	四川	5.79	5.11	291210	323459	  0.90	929	3529	--  	
600048	保利地产	-3.17	11.00	-0.36	11.00	11.01	2610178	1999	-0.18	          2.43	11.10	11.30	10.92	11.36	    13.71	2888749568	  0.68	全国地产	广东	3.35	11.07	1409982	1200195	  1.17	1433	641	--  	
